WellId,DateTimeStamp,WHP,CHP
404,2022-10-01T05:05:15,29.789583,29.766666
401,2022-10-01T02:40:47,311.42084,77.13125
403,2022-10-01T02:50:01,57.697918,55.266666
402,2022-10-01T05:07:23,318.09583,88.70625
401,2022-10-01T02:51:17,317.11667,76.589584
403,2022-10-01T03:00:31,58.902084,55.329166
404,2022-10-01T05:15:45,34.416668,29.21875
401,2022-10-01T03:01:47,302.11874,77.208336
403,2022-10-01T03:11:01,58.452084,55.960415
402,2022-10-01T05:17:53,312.41666,88.17292
401,2022-10-01T03:12:17,299.30417,78.072914
403,2022-10-01T03:21:31,58.51875,55.327084
404,2022-10-01T05:26:15,28.745832,29.195833
401,2022-10-01T03:22:47,289.12708,78.61042
403,2022-10-01T03:32:01,58.520832,55.58125
402,2022-10-01T05:28:23,306.87918,89.04792
401,2022-10-01T03:33:17,301.9479,77.93958
403,2022-10-01T03:42:31,58.90625,55.325
404,2022-10-01T05:36:45,27.622917,27.925
401,2022-10-01T03:43:47,317.56042,77.26458
403,2022-10-01T03:53:01,58.966667,55.54375
402,2022-10-01T05:38:53,311.84375,88.660416
401,2022-10-01T03:54:17,307.39166,77.25625
403,2022-10-01T04:03:31,58.860416,55.95
404,2022-10-01T05:47:15,32.58125,29.179167
401,2022-10-01T04:04:47,308.04166,77.86667
403,2022-10-01T04:14:01,58.458332,55.235416
402,2022-10-01T05:49:23,307.14166,89.37292
401,2022-10-01T04:15:17,304.22293,78.57708
403,2022-10-01T04:24:31,58.260418,55.239582
401,2022-10-01T04:25:47,294.16043,78.604164
403,2022-10-01T04:35:01,57.920834,55.197918
401,2022-10-01T04:36:17,301.08124,77.910416
403,2022-10-01T04:45:31,57.55,55.252083
401,2022-10-01T04:46:47,304.075,77.2125
403,2022-10-01T04:56:01,57.870834,54.947918
406,2022-10-01T03:57:40,335.18958,94.489586
401,2022-10-01T04:57:17,308.7396,77.87708
403,2022-10-01T05:06:31,57.410416,54.529167
407,2022-10-01T03:59:16,332.96875,106.99167
401,2022-10-01T05:07:47,299.5125,78.027084
403,2022-10-01T05:17:01,58.70625,54.952084
406,2022-10-01T04:08:10,321.2604,94.620834
401,2022-10-01T05:18:17,305.87082,77.864586
403,2022-10-01T05:27:31,58.691666,55.204166
407,2022-10-01T04:09:46,328.49792,106.89792
401,2022-10-01T05:28:47,300.625,78.57917
403,2022-10-01T05:38:01,59.15625,55.20625
406,2022-10-01T04:18:40,325.9896,96.21042
401,2022-10-01T05:39:17,301.0771,78.566666
403,2022-10-01T05:48:31,58.775,54.883335
407,2022-10-01T04:20:16,320.04584,108.24375
401,2022-10-01T05:49:47,295.2875,78.64167
403,2022-10-01T05:59:01,58.647915,55.195835
406,2022-10-01T04:29:10,318.35626,95.3
401,2022-10-01T06:00:17,305.30832,78.56458
403,2022-10-01T06:09:31,57.93125,55.197918
407,2022-10-01T04:30:46,327.14792,107.57083
401,2022-10-01T06:10:47,310.83334,77.88333
403,2022-10-01T06:20:01,57.816666,55.135418
406,2022-10-01T04:39:40,329.26874,94.67292
401,2022-10-01T06:21:17,309.97083,77.316666
403,2022-10-01T06:30:31,59.339584,55.841667
407,2022-10-01T04:41:16,334.7604,107.49167
401,2022-10-01T06:31:47,305.8,78.325
403,2022-10-01T06:41:01,59.829166,55.225
406,2022-10-01T04:50:10,334.85208,94.0875
401,2022-10-01T06:42:17,304.03958,77.90417
403,2022-10-01T06:51:31,59.202084,55.1875
407,2022-10-01T04:51:46,343.50626,106.82917
401,2022-10-01T06:52:47,298.96042,78.575
403,2022-10-01T07:02:01,58.825,55.210415
406,2022-10-01T05:00:40,330.61667,95.72083
401,2022-10-01T07:03:17,305.7375,78.21875
403,2022-10-01T07:12:31,47.875,55.175
407,2022-10-01T05:02:16,332.46875,107.54583
400,2022-10-01T04:07:10,274.16876,74.65833
404,2022-10-01T05:57:45,34.685417,29.291666
403,2022-10-01T07:23:01,57.989582,54.95
406,2022-10-01T05:11:10,334.1,95.29792
405,2022-10-01T04:11:33,142.95209,84.80625
402,2022-10-01T05:59:53,310.69583,88.816666
403,2022-10-01T07:33:31,58.59375,54.64375
407,2022-10-01T05:12:46,334.03333,107.527084
400,2022-10-01T04:17:40,272.45624,74.09583
404,2022-10-01T06:08:15,27.664583,28.929167
406,2022-10-01T05:21:40,334.85416,95.28333
405,2022-10-01T04:22:03,136.79791,86.214584
402,2022-10-01T06:10:23,319.48126,88.34167
407,2022-10-01T05:23:16,336.19376,107.75
400,2022-10-01T04:28:10,270.24792,74.058334
404,2022-10-01T06:18:45,31.483334,29.18125
406,2022-10-01T05:32:10,324.96042,95.94375
405,2022-10-01T04:32:33,135.06876,85.510414
402,2022-10-01T06:20:53,315.03333,88.004166
407,2022-10-01T05:33:46,319.81458,107.59167
400,2022-10-01T04:38:40,273.23334,73.90417
404,2022-10-01T06:29:15,33.866665,29.65
406,2022-10-01T05:42:40,333.1625,95.2625
405,2022-10-01T04:43:03,139.44376,84.2875
402,2022-10-01T06:31:23,310.70834,88.714584
407,2022-10-01T05:44:16,336.54166,107.54792
400,2022-10-01T04:49:10,277.60834,73.95625
404,2022-10-01T06:39:45,27.325,28.53125
405,2022-10-01T04:53:33,138.61667,84.13333
402,2022-10-01T06:41:53,312.62082,88.7125
400,2022-10-01T04:59:40,282.89792,73.9625
404,2022-10-01T06:50:15,27.625,28.997917
405,2022-10-01T05:04:03,135.425,85.48125
402,2022-10-01T06:52:23,304.65417,89.29375
400,2022-10-01T05:10:10,291.27084,74.92083
404,2022-10-01T07:00:45,32.433334,29.2125
405,2022-10-01T05:14:33,138.53125,85.12292
402,2022-10-01T07:02:53,309.62708,88.65833
400,2022-10-01T05:20:40,294.175,75.57708
404,2022-10-01T07:11:15,33.391666,29.733334
405,2022-10-01T05:25:03,142.63959,85.5
402,2022-10-01T07:13:23,315.86874,88.34583
400,2022-10-01T05:31:10,302.24582,75.322914
404,2022-10-01T07:21:45,27.852083,29.14375
405,2022-10-01T05:35:33,143.18124,85.464584
402,2022-10-01T07:23:53,312.74582,87.99792
400,2022-10-01T05:41:40,301.99374,75.82083
404,2022-10-01T07:32:15,30.397917,30.472918
405,2022-10-01T05:46:03,148.89583,85.35625
402,2022-10-01T07:34:23,311.33334,88.68125
400,2022-10-01T05:52:10,291.12292,75.57708
404,2022-10-01T07:42:45,35.3,32.310417
405,2022-10-01T05:56:33,148.475,85.51458
402,2022-10-01T07:44:53,319.8229,88.03958
400,2022-10-01T06:02:40,279.0125,74.629166
404,2022-10-01T07:53:15,33.735416,32.05
405,2022-10-01T06:07:03,143.375,84.85208
402,2022-10-01T07:55:23,311.37918,87.38125
404,2022-10-01T08:03:45,31.09375,31.395834
402,2022-10-01T08:05:53,313.56668,87.347916
404,2022-10-01T08:14:15,30.710417,31.179167
402,2022-10-01T08:16:23,311.08334,88.1875
404,2022-10-01T08:24:45,32.210415,31.885416
402,2022-10-01T08:26:53,313.7875,88.729164
401,2022-10-01T07:13:47,306.74167,77.875
400,2022-10-01T06:13:10,274.87708,73.94375
404,2022-10-01T08:35:15,35.785416,31.183332
401,2022-10-01T07:24:17,312.79376,77.2125
405,2022-10-01T06:17:33,146.47708,84.316666
402,2022-10-01T08:37:23,329.56668,88.0125
401,2022-10-01T07:34:47,300.02084,78.04583
400,2022-10-01T06:23:40,268.22708,0
404,2022-10-01T08:45:45,35.49375,31.566668
401,2022-10-01T07:45:17,311.99582,77.32708
405,2022-10-01T06:28:03,137.49583,84.85833
402,2022-10-01T08:47:53,322.09583,87.93958
401,2022-10-01T07:55:47,309.11667,77.07708
400,2022-10-01T06:34:10,275.44583,73.35
404,2022-10-01T08:56:15,31.2875,31.152082
401,2022-10-01T08:06:17,305.55624,76.94583
405,2022-10-01T06:38:33,141.26459,85.08542
402,2022-10-01T08:58:23,310.65833,88.56875
401,2022-10-01T08:16:47,0,77.7625
400,2022-10-01T06:44:40,281.8375,73.80417
404,2022-10-01T09:06:45,34.464584,31.164583
401,2022-10-01T08:27:17,300.8375,78.3
405,2022-10-01T06:49:03,130.67084,86.214584
402,2022-10-01T09:08:53,308.06458,88.67292
401,2022-10-01T08:37:47,323.6354,77.22083
400,2022-10-01T06:55:10,291.04166,74.620834
404,2022-10-01T09:17:15,28.972918,0
401,2022-10-01T08:48:17,302.74374,77.14792
405,2022-10-01T06:59:33,135.83958,85.52917
402,2022-10-01T09:19:23,304.7375,89.42917
401,2022-10-01T08:58:47,310.29166,77.816666
400,2022-10-01T07:05:40,296.46042,75.270836
404,2022-10-01T09:27:45,30.735416,30.522917
401,2022-10-01T09:09:17,296.5146,77.84167
405,2022-10-01T07:10:03,136.19167,84.86667
402,2022-10-01T09:29:53,314.68542,88.68958
401,2022-10-01T09:19:47,294.4375,194.03542
400,2022-10-01T07:16:10,373.2875,75.3625
404,2022-10-01T09:38:15,31.345833,30.470833
401,2022-10-01T09:30:17,312.31876,78.29375
405,2022-10-01T07:20:33,137.4,84.339584
402,2022-10-01T09:40:23,327.075,88.120834
403,2022-10-01T07:44:01,59.072918,54.464584
406,2022-10-01T05:53:11,321.00833,96.004166
400,2022-10-01T07:26:40,297.83334,75.49375
404,2022-10-01T09:48:45,34.629166,30.129168
403,2022-10-01T07:54:31,58.583332,54.41875
407,2022-10-01T05:54:46,325.93958,107.91875
405,2022-10-01T07:31:03,136.75833,84.87708
402,2022-10-01T09:50:53,322.23334,88.67083
403,2022-10-01T08:05:01,57.666668,54.441666
406,2022-10-01T06:03:41,337.4875,95.49375
400,2022-10-01T07:37:10,294.15207,75.39167
404,2022-10-01T09:59:15,29.225,30.497917
403,2022-10-01T08:15:31,57.710415,54.927082
407,2022-10-01T06:05:16,339.04376,107.527084
405,2022-10-01T07:41:33,138.5,84.86667
402,2022-10-01T10:01:23,310.6979,88.7125
403,2022-10-01T08:26:01,58.872917,54.41875
406,2022-10-01T06:14:11,338.04166,94.660416
400,2022-10-01T07:47:40,299.02707,75.370834
404,2022-10-01T10:09:45,29.089582,30.2
403,2022-10-01T08:36:31,59.175,54.441666
407,2022-10-01T06:15:46,343.42084,107.07708
405,2022-10-01T07:52:03,144.51042,84.2
402,2022-10-01T10:11:53,324.08957,88.08542
403,2022-10-01T08:47:01,59.783333,54.333332
406,2022-10-01T06:24:41,333.96875,94.78958
400,2022-10-01T07:58:10,296.95834,75.30625
404,2022-10-01T10:20:15,30.16875,29.43125
403,2022-10-01T08:57:31,58.03125,54.520832
407,2022-10-01T06:26:16,336.02917,107.48333
405,2022-10-01T08:02:33,150.36458,83.54375
402,2022-10-01T10:22:23,321.81668,88.06458
403,2022-10-01T09:08:01,58.054165,54.302082
406,2022-10-01T06:35:11,329.81042,95.527084
400,2022-10-01T08:08:40,285.7021,75.183334
404,2022-10-01T10:30:45,29.641666,29.50625
403,2022-10-01T09:18:31,57.839584,54.2875
407,2022-10-01T06:36:46,324.75418,107.50833
405,2022-10-01T08:13:03,142.07709,84.16875
402,2022-10-01T10:32:53,304.25418,88.0625
403,2022-10-01T09:29:01,57.566666,54.310417
406,2022-10-01T06:45:41,334.75208,95.964584
404,2022-10-01T10:41:15,28.397917,29.210417
403,2022-10-01T09:39:31,57.764584,53.65
407,2022-10-01T06:47:16,337.3021,107.73125
402,2022-10-01T10:43:23,313.21667,88.75833
403,2022-10-01T09:50:01,57.060417,53.61875
406,2022-10-01T06:56:11,326.14792,95.95417
404,2022-10-01T10:51:45,35.16875,29.870832
403,2022-10-01T10:00:31,57.764584,53.839584
407,2022-10-01T06:57:46,329.4271,107.527084
402,2022-10-01T10:53:53,313.35208,88.722916
406,2022-10-01T07:06:41,331.93542,95.2625
404,2022-10-01T11:02:15,27.860416,28.516666
407,2022-10-01T07:08:16,333.8375,107.4875
402,2022-10-01T11:04:23,311.80417,88.75625
406,2022-10-01T07:17:11,336.4125,94.58542
407,2022-10-01T07:18:46,341.83334,106.81875
406,2022-10-01T07:27:41,334.9,94.572914
407,2022-10-01T07:29:16,334.4375,106.964584
406,2022-10-01T07:38:11,322.64166,95.26667
407,2022-10-01T07:39:46,321.69583,107.01875
403,2022-10-01T10:11:01,58.795834,53.6625
401,2022-10-01T09:40:47,308.23334,77.62708
406,2022-10-01T07:48:41,340.12292,94.566666
403,2022-10-01T10:21:31,58.55625,54.2625
401,2022-10-01T09:51:17,315.27707,77.84583
407,2022-10-01T07:50:16,341.31668,106.81875
403,2022-10-01T10:32:01,57.65,54.272915
401,2022-10-01T10:01:47,304.64792,77.87292
406,2022-10-01T07:59:11,329.35834,93.90833
403,2022-10-01T10:42:31,57.8125,54.25
401,2022-10-01T10:12:17,312.9854,77.62708
407,2022-10-01T08:00:46,334.69583,106.77292
403,2022-10-01T10:53:01,58.675,54.920834
401,2022-10-01T10:22:47,311.78125,77.160416
406,2022-10-01T08:09:41,322.7375,94.31875
403,2022-10-01T11:03:31,57.845833,54.425
401,2022-10-01T10:33:17,304.92084,77.55417
407,2022-10-01T08:11:16,325.52292,106.583336
403,2022-10-01T11:14:01,57.229168,54.26875
401,2022-10-01T10:43:47,310.4479,78.47083
406,2022-10-01T08:20:11,319.87918,95.25208
403,2022-10-01T11:24:31,57.11875,54.258335
401,2022-10-01T10:54:17,305.63333,77.875
407,2022-10-01T08:21:46,326.38333,106.81458
403,2022-10-01T11:35:01,57.420834,54.26875
401,2022-10-01T11:04:47,306.55624,78.43958
406,2022-10-01T08:30:41,328.0146,95.51667
403,2022-10-01T11:45:31,58.758335,54.285416
401,2022-10-01T11:15:17,317.75626,77.191666
407,2022-10-01T08:32:16,333.60834,107.066666
403,2022-10-01T11:56:01,57.075,54.247917
401,2022-10-01T11:25:47,309.9229,76.54375
406,2022-10-01T08:41:11,351.95,94.55
403,2022-10-01T12:06:31,58.810417,54.116665
401,2022-10-01T11:36:17,305.64792,77.15
407,2022-10-01T08:42:46,345.50208,106.76458
403,2022-10-01T12:17:01,58.433334,54.175
401,2022-10-01T11:46:47,287.06042,78.489586
406,2022-10-01T08:51:41,326.70416,94.527084
403,2022-10-01T12:27:31,59.727085,54.3125
404,2022-10-01T11:12:45,36.166668,29.795834
400,2022-10-01T08:19:10,278.12082,73.93542
407,2022-10-01T08:53:16,331.17084,106.745834
402,2022-10-01T11:14:53,320.35416,88.04375
405,2022-10-01T08:23:33,138.51459,85.558334
406,2022-10-01T09:02:11,325.31458,95.31042
404,2022-10-01T11:23:15,29.216667,29.479166
400,2022-10-01T08:29:40,275.33334,73.791664
407,2022-10-01T09:03:46,326.8854,107.416664
402,2022-10-01T11:25:23,322.20834,87.316666
405,2022-10-01T08:34:03,140.41667,84.90417
406,2022-10-01T09:12:41,324.31668,95.675
404,2022-10-01T11:33:45,29.429167,27.777082
400,2022-10-01T08:40:10,277.1125,73.92917
407,2022-10-01T09:14:16,326.2625,107.31042
402,2022-10-01T11:35:53,306.74167,88.004166
405,2022-10-01T08:44:33,140.93333,84.222916
406,2022-10-01T09:23:11,313.44583,96.70625
404,2022-10-01T11:44:15,30.125,27.808332
400,2022-10-01T08:50:40,277.9625,73.95208
407,2022-10-01T09:24:46,319.08124,107.770836
402,2022-10-01T11:46:23,297.72916,88.777084
405,2022-10-01T08:55:03,142.28958,84.20208
406,2022-10-01T09:33:41,337.46457,95.26458
404,2022-10-01T11:54:45,30.6375,29.55
400,2022-10-01T09:01:10,276.44168,74
407,2022-10-01T09:35:16,341.43124,107.42083
402,2022-10-01T11:56:53,307.6979,89.041664
405,2022-10-01T09:05:33,144.91458,84.89375
404,2022-10-01T12:05:15,37.479168,28.483334
400,2022-10-01T09:11:40,272.91458,73.83542
402,2022-10-01T12:07:23,325.10208,88.44583
405,2022-10-01T09:16:03,137.62917,85.572914
404,2022-10-01T12:15:45,33.5875,28.854166
400,2022-10-01T09:22:10,282.53125,73.75625
402,2022-10-01T12:17:53,313.53958,89.479164
405,2022-10-01T09:26:33,148.48958,85.56875
404,2022-10-01T12:26:15,36.614582,28.433332
400,2022-10-01T09:32:40,293.8021,74.63125
402,2022-10-01T12:28:23,317.0625,90.770836
405,2022-10-01T09:37:03,145.63542,85.00208
404,2022-10-01T12:36:45,0,27.239584
400,2022-10-01T09:43:10,319.54376,76.68125
402,2022-10-01T12:38:53,321.41458,89.46042
405,2022-10-01T09:47:33,142.61667,84.35833
404,2022-10-01T12:47:15,31.529167,27.783333
400,2022-10-01T09:53:40,321.60208,79.44375
402,2022-10-01T12:49:23,319.21457,88.729164
405,2022-10-01T09:58:03,137.67708,85.35208
404,2022-10-01T12:57:45,34.74375,28.845833
400,2022-10-01T10:04:10,312.78125,0
402,2022-10-01T12:59:53,317.30417,88.089584
405,2022-10-01T10:08:33,139.08333,84.95
404,2022-10-01T13:08:15,35.466667,27.777082
400,2022-10-01T10:14:40,298.94583,78.72708
402,2022-10-01T13:10:23,317.4271,88.14792
404,2022-10-01T13:18:45,28.645834,28.21875
402,2022-10-01T13:20:53,298.89792,88.06458
404,2022-10-01T13:29:15,25.78125,27.0875
402,2022-10-01T13:31:23,314.36874,88.775
404,2022-10-01T13:39:45,26.345833,27.1
402,2022-10-01T13:41:53,314.52707,89.41458
401,2022-10-01T11:57:17,290.85,78.52292
405,2022-10-01T10:19:03,138.18333,84.770836
404,2022-10-01T13:50:15,29.739584,27.716667
401,2022-10-01T12:07:47,315.0521,77.86042
400,2022-10-01T10:25:10,300.825,78.3875
402,2022-10-01T13:52:23,313.28125,89.47083
401,2022-10-01T12:18:17,300.375,78.572914
405,2022-10-01T10:29:33,137.50417,84.29792
404,2022-10-01T14:00:45,31.933332,27.847918
401,2022-10-01T12:28:47,312.75833,79.9
400,2022-10-01T10:35:40,301.175,78.75625
402,2022-10-01T14:02:53,322.77084,90.09583
401,2022-10-01T12:39:17,308.09793,78.552086
405,2022-10-01T10:40:03,136.44583,84.964584
404,2022-10-01T14:11:15,30.19375,29.460417
401,2022-10-01T12:49:47,319.05,77.85
400,2022-10-01T10:46:10,298.8896,78.0125
402,2022-10-01T14:13:23,318.20624,89.43125
401,2022-10-01T13:00:17,309.98334,77.214584
405,2022-10-01T10:50:33,143.99167,85.59583
404,2022-10-01T14:21:45,30.264584,29.1625
401,2022-10-01T13:10:47,305.06042,77.191666
400,2022-10-01T10:56:40,286.52707,77.31042
402,2022-10-01T14:23:53,309.98126,88.7
401,2022-10-01T13:21:17,300.11874,77.26458
405,2022-10-01T11:01:03,135.5125,85.572914
404,2022-10-01T14:32:15,28.5,29.76875
401,2022-10-01T13:31:47,297.5146,78.35208
400,2022-10-01T11:07:10,273.35416,75.964584
402,2022-10-01T14:34:23,319.65625,88.73333
401,2022-10-01T13:42:17,304.63126,79.01667
405,2022-10-01T11:11:33,133.4625,84.677086
404,2022-10-01T14:42:45,34.783333,29.9
401,2022-10-01T13:52:47,309.3271,78.89375
400,2022-10-01T11:17:40,263.82916,74.64792
402,2022-10-01T14:44:53,316.41458,88.47083
401,2022-10-01T14:03:17,303.95,79.26875
405,2022-10-01T11:22:03,132.9375,83.61042
